Cidade;UF;Longitude;Latitude
Paraopeba;MG;-44.404367;-19.273192
Cordisburgo;MG;-44.322415;-19.122393
Araçaí;MG;-44.249309;-19.195507
Catas Altas;MG;-43.406115;-20.073403
Barão de Cocais;MG;-43.475524;-19.938943
Belo Oriente;MG;-42.482795;-19.219906
Braúnas;MG;-42.709896;-19.056160
Açucena;MG;-42.541881;-19.067105
Córrego Novo;MG;-42.398816;-19.836096
Posse;GO;-46.370407;-14.085943
Monte Alegre de Goiás;GO;-46.892813;-13.255206
Arraias;TO;-46.935891;-12.928670
Campos Belos;GO;-46.768112;-13.034984
Divinópolis de Goiás;GO;-46.399879;-13.285314
São Domingos;GO;-46.318968;-13.403749
Novo Alegre;TO;-46.571252;-12.921687
Combinado;TO;-46.538775;-12.791717
Lavandeira;TO;-46.509894;-12.784730
Trombas;GO;-48.741710;-13.507890
Montividiu do Norte;GO;-48.685316;-13.348471
Lontra;MG;-44.306037;-15.901295
Patis;MG;-44.078685;-16.077253
Japonvar;MG;-44.275829;-15.989139
Varzelândia;MG;-44.027839;-15.699154
Verdelândia;MG;-43.612137;-15.584522
Penalva;MA;-45.176808;-3.276744
Araguanã;MA;-45.658946;-2.946441
Nova Olinda do Maranhão;MA;-45.695274;-2.842272
Marilac;MG;-42.082207;-18.507897
Santa Maria do Suaçuí;MG;-42.413899;-18.189581
Água Boa;MG;-42.380648;-17.991373
São José da Safira;MG;-42.143061;-18.324266
Malacacheta;MG;-42.076907;-17.845647
Franciscópolis;MG;-42.009382;-17.957766
Santana do Jacaré;MG;-45.128506;-20.900714
Camacho;MG;-45.159327;-20.629367
Itapecerica;MG;-45.126994;-20.470372
Arcos;MG;-45.537345;-20.286333
Japaraíba;MG;-45.501510;-20.144184
Lagoa da Prata;MG;-45.540149;-20.023728
Pedra do Indaiá;MG;-45.210653;-20.256346
Santo Antônio do Monte;MG;-45.294724;-20.085003
Araújos;MG;-45.167115;-19.940519
Tapiraí;MG;-46.022072;-19.893587
Córrego Danta;MG;-45.903228;-19.819775
Santa Rosa da Serra;MG;-45.961081;-19.518610
Luz;MG;-45.679444;-19.791085
Estrela do Indaiá;MG;-45.785950;-19.516888
Serra da Saudade;MG;-45.794976;-19.444669
São Gotardo;MG;-46.046475;-19.308727
Matutina;MG;-45.966350;-19.217912
Tiros;MG;-45.962648;-19.003730
Cedro do Abaeté;MG;-45.711994;-19.145767
Moema;MG;-45.412687;-19.838731
Dores do Indaiá;MG;-45.592741;-19.462789
Bom Despacho;MG;-45.262167;-19.738621
Quartel Geral;MG;-45.556915;-19.270328
Abaeté;MG;-45.444413;-19.155125
Paineiras;MG;-45.532064;-18.899345
Martinho Campos;MG;-45.243411;-19.330573
Santo Antônio do Amparo;MG;-44.917608;-20.943044
São Francisco de Paula;MG;-44.983763;-20.703625
Oliveira;MG;-44.829037;-20.698218
Carmo da Mata;MG;-44.873500;-20.557532
Carmópolis de Minas;MG;-44.633558;-20.539562
São Sebastião do Oeste;MG;-45.006332;-20.275843
Perdigão;MG;-45.077988;-19.941058
Divinópolis;MG;-44.891223;-20.144646
São Gonçalo do Pará;MG;-44.859310;-19.982173
Cláudio;MG;-44.767332;-20.443672
Carmo do Cajuru;MG;-44.766430;-20.191170
Igaratinga;MG;-44.706324;-19.947597
Itaúna;MG;-44.580112;-20.081798
São Tiago;MG;-44.509837;-20.907471
Passa Tempo;MG;-44.492635;-20.653918
Piracema;MG;-44.478323;-20.508866
Desterro de Entre Rios;MG;-44.333388;-20.665040
Resende Costa;MG;-44.240710;-20.917072
Lagoa Dourada;MG;-44.079717;-20.913858
Piedade dos Gerais;MG;-44.224335;-20.471513
Entre Rios de Minas;MG;-44.065392;-20.670630
Itaguara;MG;-44.487507;-20.394695
Crucilândia;MG;-44.333425;-20.392314
Sarzedo;MG;-44.144600;-20.036667
Ibirité;MG;-44.056882;-20.025188
Nova Serrana;MG;-44.984661;-19.871299
Leandro Ferreira;MG;-45.027855;-19.719307
Conceição do Pará;MG;-44.894511;-19.745599
Pitangui;MG;-44.896362;-19.674112
Onça de Pitangui;MG;-44.805771;-19.727551
Pará de Minas;MG;-44.611355;-19.853441
Papagaios;MG;-44.746799;-19.441922
Pequi;MG;-44.660434;-19.628365
Maravilhas;MG;-44.677875;-19.507627
Pompéu;MG;-45.014107;-19.225660
Funilândia;MG;-44.060976;-19.366130
Santana de Pirapama;MG;-44.040913;-18.996242
Varjão de Minas;MG;-46.031318;-18.374102
São Gonçalo do Abaeté;MG;-45.826475;-18.331470
Biquinhas;MG;-45.497372;-18.775410
Morada Nova de Minas;MG;-45.358403;-18.599774
Três Marias;MG;-45.247289;-18.204795
Brasilândia de Minas;MG;-46.008110;-16.999868
Felixlândia;MG;-44.900376;-18.750669
Morro da Garça;MG;-44.601043;-18.535590
Lassance;MG;-44.573491;-17.886980
Curvelo;MG;-44.430259;-18.752731
Inimutaba;MG;-44.358373;-18.727128
Corinto;MG;-44.454181;-18.368967
Presidente Juscelino;MG;-44.060032;-18.640106
Santo Hipólito;MG;-44.222857;-18.296768
Augusto de Lima;MG;-44.265523;-18.099714
Monjolos;MG;-44.117976;-18.324472
Buenópolis;MG;-44.177504;-17.874432
Buritizeiro;MG;-44.960581;-17.365588
Pirapora;MG;-44.934009;-17.339170
Várzea da Palma;MG;-44.722557;-17.594444
Ibiaí;MG;-44.904622;-16.859077
Lagoa dos Patos;MG;-44.575374;-16.977954
Joaquim Felício;MG;-44.164274;-17.758022
Francisco Dumont;MG;-44.231710;-17.310678
Jequitaí;MG;-44.437588;-17.229025
São João da Lagoa;MG;-44.350726;-16.845535
Claro dos Poções;MG;-44.206097;-17.082030
Casa Grande;MG;-43.934306;-20.792521
Carandaí;MG;-43.811002;-20.956604
Queluzito;MG;-43.885084;-20.741562
Cristiano Otoni;MG;-43.816552;-20.832421
São Brás do Suaçuí;MG;-43.951465;-20.624166
Jeceaba;MG;-43.989394;-20.533852
Conselheiro Lafaiete;MG;-43.784609;-20.663445
Congonhas;MG;-43.851012;-20.495844
Itatiaiuçu;MG;-44.421081;-20.198257
Rio Manso;MG;-44.306867;-20.266570
Mateus Leme;MG;-44.431831;-19.979424
Juatuba;MG;-44.345050;-19.944840
Bonfim;MG;-44.236565;-20.330215
Moeda;MG;-44.050947;-20.339868
Igarapé;MG;-44.299449;-20.070671
Brumadinho;MG;-44.200675;-20.150989
Mário Campos;MG;-44.188324;-20.058155
São Joaquim de Bicas;MG;-44.274949;-20.047971
Betim;MG;-44.200775;-19.966827
São Francisco do Glória;MG;-42.267275;-20.792297
Pedra Bonita;MG;-42.330439;-20.521879
Pedra Dourada;MG;-42.151502;-20.826627
Porciúncula;RJ;-42.046477;-20.963210
Tombos;MG;-42.022774;-20.908628
Faria Lemos;MG;-42.021317;-20.809745
Carangola;MG;-42.031348;-20.734348
Divino;MG;-42.143801;-20.613405
Orizânia;MG;-42.199124;-20.514162
Matipó;MG;-42.340145;-20.287264
Santa Margarida;MG;-42.251914;-20.383855
Raul Soares;MG;-42.450197;-20.106110
Pingo-d'Água;MG;-42.407788;-19.727339
Bom Jesus do Galho;MG;-42.316472;-19.836006
Ipaba;MG;-42.413923;-19.415819
Vargem Alegre;MG;-42.294927;-19.598762
Entre Folhas;MG;-42.230555;-19.621811
Bugre;MG;-42.255184;-19.423063
Iapu;MG;-42.214725;-19.438704
Santa Rita de Minas;MG;-42.136277;-19.876046
Caratinga;MG;-42.129217;-19.786805
Piedade de Caratinga;MG;-42.075557;-19.759282
Ubaporanga;MG;-42.105925;-19.635051
Inhapim;MG;-42.114721;-19.547550
Imbé de Minas;MG;-41.969455;-19.601721
São Domingos das Dores;MG;-42.010638;-19.524595
São Sebastião do Anta;MG;-41.985034;-19.506407
Naque;MG;-42.331190;-19.229132
São Gabriel da Palha;ES;-40.536487;-19.018190
Vila Valério;ES;-40.384913;-18.995766
Aracruz;ES;-40.276441;-19.820045
Rio Bananal;ES;-40.336605;-19.271889
Linhares;ES;-40.064277;-19.394642
Sooretama;ES;-40.097351;-19.189695
Jaguaré;ES;-40.075900;-18.907006
Mathias Lobato;MG;-41.916564;-18.590035
Frei Inocêncio;MG;-41.912087;-18.555602
Jampruca;MG;-41.809049;-18.461016
Divino das Laranjeiras;MG;-41.478081;-18.775491
Pescador;MG;-41.600578;-18.356962
São Félix de Minas;MG;-41.488861;-18.595902
Nova Módica;MG;-41.498365;-18.441693
Campanário;MG;-41.735506;-18.242710
Itambacuri;MG;-41.682979;-18.034960
Frei Gaspar;MG;-41.432522;-18.070898
Teófilo Otoni;MG;-41.508717;-17.859534
Central de Minas;MG;-41.314331;-18.761195
Mendes Pimentel;MG;-41.405228;-18.663116
Flores de Goiás;GO;-47.041694;-14.445115
Nova Roma;GO;-46.873369;-13.738781
Alvorada do Norte;GO;-46.491036;-14.479688
Simolândia;GO;-46.484681;-14.464402
Buritinópolis;GO;-46.407588;-14.477184
Damianópolis;GO;-46.178024;-14.560381
Iaciara;GO;-46.633452;-14.101101
Guarani de Goiás;GO;-46.486784;-13.942141
Aurora do Tocantins;TO;-46.407604;-12.710450
Sandolândia;TO;-49.924216;-12.537983
Formoso do Araguaia;TO;-49.531571;-11.797573
Lagoa da Confusão;TO;-49.619948;-10.790637
Caranaíba;MG;-43.741716;-20.870663
Santana dos Montes;MG;-43.694885;-20.786799
Capela Nova;MG;-43.621961;-20.917906
Ouro Branco;MG;-43.696217;-20.526290
Itaverava;MG;-43.614106;-20.676853
Belo Vale;MG;-44.027462;-20.407725
Itabirito;MG;-43.803846;-20.250132
Rio Acima;MG;-43.787786;-20.087553
Nova Lima;MG;-43.850854;-19.975763
Raposos;MG;-43.807941;-19.963580
Rio Espera;MG;-43.472076;-20.855001
Lamim;MG;-43.470615;-20.789999
Cipotânea;MG;-43.362904;-20.902598
Senhora de Oliveira;MG;-43.339432;-20.797221
Catas Altas da Noruega;MG;-43.493876;-20.690073
Piranga;MG;-43.296701;-20.683407
Brás Pires;MG;-43.240556;-20.841912
Presidente Bernardes;MG;-43.189532;-20.765570
Senador Firmino;MG;-43.090431;-20.915762
Diogo de Vasconcelos;MG;-43.195253;-20.487903
Ipatinga;MG;-42.547612;-19.470275
Dores de Guanhães;MG;-42.925373;-19.051607
Joanésia;MG;-42.677481;-19.172897
Mesquita;MG;-42.607877;-19.224022
Santana do Paraíso;MG;-42.544573;-19.366070
Santa Bárbara;MG;-43.410145;-19.960358
Acaiaca;MG;-43.143867;-20.359034
Barra Longa;MG;-43.040168;-20.286866
Rio Piracicaba;MG;-43.182919;-19.928360
Alvinópolis;MG;-43.053487;-20.109771
São José da Lapa;MG;-43.958637;-19.697106
Vespasiano;MG;-43.923900;-19.688326
Sabará;MG;-43.826310;-19.884045
Santa Luzia;MG;-43.849658;-19.754824
Pedro Leopoldo;MG;-44.038258;-19.630811
Confins;MG;-43.993148;-19.628183
Lagoa Santa;MG;-43.893216;-19.639670
Caeté;MG;-43.670353;-19.882610
Taquaraçu de Minas;MG;-43.692226;-19.665186
Nova União;MG;-43.583048;-19.687584
Jaboticatubas;MG;-43.737257;-19.511938
Baldim;MG;-43.961331;-19.283197
Jequitibá;MG;-44.030400;-19.234491
Vianópolis;GO;-48.515914;-16.740532
Abadiânia;GO;-48.705672;-16.196973
Alexânia;GO;-48.507609;-16.083405
Santo Antônio do Descoberto;GO;-48.257761;-15.941247
Águas Lindas de Goiás;GO;-48.281611;-15.761746
Goianésia;GO;-49.116200;-15.311827
Vila Propício;GO;-48.881910;-15.454161
Santa Rita do Novo Destino;GO;-49.120254;-15.135072
Barro Alto;GO;-48.908586;-14.965817
Padre Bernardo;GO;-48.283303;-15.160492
Crixás;GO;-49.973977;-14.541194
Uirapuru;GO;-49.920061;-14.283538
Nova Crixás;GO;-50.329960;-14.095676
Mundo Novo;GO;-50.281378;-13.772943
Bonópolis;GO;-49.810639;-13.632893
Santa Terezinha de Goiás;GO;-49.709099;-14.432649
Campos Verdes;GO;-49.652795;-14.244197
Nova Iguaçu de Goiás;GO;-49.387191;-14.286829
Alto Horizonte;GO;-49.337836;-14.197811
Amaralina;GO;-49.296241;-13.923620
São Miguel do Araguaia;GO;-50.163402;-13.273050
Araguaçu;TO;-49.823134;-12.928934
Novo Planalto;GO;-49.506025;-13.242382
Uruaçu;GO;-49.139633;-14.523840
Campinorte;GO;-49.151093;-14.313670
Mara Rosa;GO;-49.177652;-14.014816
Mutunópolis;GO;-49.274549;-13.730338
Estrela do Norte;GO;-49.071592;-13.866451
Santa Tereza de Goiás;GO;-49.014405;-13.713812
Formoso;GO;-48.877548;-13.649906
Niquelândia;GO;-48.459887;-14.466192
Campinaçu;GO;-48.570384;-13.786997
Porangatu;GO;-49.150282;-13.439102
Jaú do Tocantins;TO;-48.588989;-12.650908
Palmeirópolis;TO;-48.402589;-13.044718
São Salvador do Tocantins;TO;-48.235157;-12.745754
Novo Gama;GO;-48.041662;-16.059185
Valparaíso de Goiás;GO;-47.975675;-16.065078
Luziânia;GO;-47.950000;-16.253000
Cidade Ocidental;GO;-47.925211;-16.076469
Cristalina;GO;-47.613128;-16.767608
Mimoso de Goiás;GO;-48.161149;-15.051489
Água Fria de Goiás;GO;-47.782290;-14.977837
Planaltina;GO;-47.608885;-15.452033
Formosa;GO;-47.336999;-15.539991
São João d'Aliança;GO;-47.522783;-14.704831
Unaí;MG;-46.902157;-16.359212
Cabeceira Grande;MG;-47.086153;-16.033510
Cabeceiras;GO;-46.926499;-15.799546
Natalândia;MG;-46.487365;-16.502150
Dom Bosco;MG;-46.259725;-16.651957
Uruana de Minas;MG;-46.244306;-16.063384
Vila Boa;GO;-47.052029;-15.038705
Buritis;MG;-46.422078;-15.621802
Senhora do Porto;MG;-43.079875;-18.890894
Paula Cândido;MG;-42.975184;-20.875372
Viçosa;MG;-42.874170;-20.755916
São Geraldo;MG;-42.836358;-20.925231
Coimbra;MG;-42.800807;-20.853505
Cajuri;MG;-42.792504;-20.790301
Teixeiras;MG;-42.856395;-20.656083
Amparo do Serra;MG;-42.800868;-20.505068
Ervália;MG;-42.654422;-20.840258
São Miguel do Anta;MG;-42.717389;-20.706665
Pedra do Anta;MG;-42.712291;-20.596784
Canaã;MG;-42.616676;-20.686889
Jequeri;MG;-42.665064;-20.454229
Araponga;MG;-42.517850;-20.668608
Sericita;MG;-42.482776;-20.474840
Ponte Nova;MG;-42.897819;-20.411100
Rio Doce;MG;-42.899497;-20.241171
Oratórios;MG;-42.797698;-20.429758
Urucânia;MG;-42.736989;-20.352088
Santa Cruz do Escalvado;MG;-42.816886;-20.237238
Piedade de Ponte Nova;MG;-42.737872;-20.243848
Dom Silvério;MG;-42.962673;-20.162726
Sem-Peixe;MG;-42.848331;-20.100845
Santo Antônio do Grama;MG;-42.604689;-20.318471
Rio Casca;MG;-42.646209;-20.228542
Abre Campo;MG;-42.474304;-20.299647
São Pedro dos Ferros;MG;-42.525086;-20.173228
Miradouro;MG;-42.345837;-20.889946
Vieiras;MG;-42.240051;-20.867000
Periquito;MG;-42.233341;-19.157331
São João do Oriente;MG;-42.157502;-19.338445
Dom Cavati;MG;-42.112132;-19.373457
Sobrália;MG;-42.099806;-19.234465
Fernandes Tourinho;MG;-42.080259;-19.154087
Tarumirim;MG;-42.009699;-19.283475
Engenheiro Caldas;MG;-42.050305;-19.206497
Alpercata;MG;-41.969998;-18.973994
Congonhas do Norte;MG;-43.676720;-18.802053
Presidente Kubitschek;MG;-43.562774;-18.619252
Gouveia;MG;-43.742294;-18.451944
Datas;MG;-43.659085;-18.447761
Diamantina;MG;-43.603099;-18.241315
Alvorada de Minas;MG;-43.363807;-18.733362
Serro;MG;-43.374399;-18.599103
Santo Antônio do Itambé;MG;-43.300569;-18.460947
Sabinópolis;MG;-43.075243;-18.665326
Serra Azul de Minas;MG;-43.167460;-18.360154
Materlândia;MG;-43.057900;-18.469911
Couto de Magalhães de Minas;MG;-43.464821;-18.072720
São Gonçalo do Rio Preto;MG;-43.385389;-18.002549
Rio Vermelho;MG;-43.001783;-18.292155
Felício dos Santos;MG;-43.242206;-18.075546
Senador Modestino Gonçalves;MG;-43.217170;-17.946520
Olhos-d'Água;MG;-43.570453;-17.395912
Engenheiro Navarro;MG;-43.946966;-17.283128
Bocaiúva;MG;-43.810433;-17.113544
Guaraciama;MG;-43.667525;-17.014173
Glaucilândia;MG;-43.691952;-16.848056
Juramento;MG;-43.586457;-16.847322
Carbonita;MG;-43.013688;-17.525492
Itacambira;MG;-43.306933;-17.062469
Botumirim;MG;-43.008578;-16.865741
Guanhães;MG;-42.931231;-18.771284
Paulistas;MG;-42.862800;-18.427631
São João Evangelista;MG;-42.765504;-18.548001
Virginópolis;MG;-42.701492;-18.815409
Divinolândia de Minas;MG;-42.610345;-18.800380
Gonzaga;MG;-42.476908;-18.819608
Cantagalo;MG;-42.622259;-18.524772
Peçanha;MG;-42.558276;-18.544079
São Pedro do Suaçuí;MG;-42.598137;-18.360926
Coluna;MG;-42.835185;-18.231080
Frei Lagonegro;MG;-42.761711;-18.175100
Itamarandiba;MG;-42.856120;-17.855157
São José do Jacuri;MG;-42.672930;-18.281037
José Raydan;MG;-42.494643;-18.219505
São Sebastião do Maranhão;MG;-42.565853;-18.087252
Aricanduva;MG;-42.553263;-17.866642
Santa Efigênia de Minas;MG;-42.438832;-18.823464
Sardoá;MG;-42.362938;-18.782799
São Geraldo da Piedade;MG;-42.286665;-18.841119
Coroaci;MG;-42.279099;-18.615570
Virgolândia;MG;-42.306707;-18.473842
Nacip Raydan;MG;-42.248121;-18.454436
Governador Valadares;MG;-41.955530;-18.854452
Guaçuí;ES;-41.673400;-20.766792
Alegre;ES;-41.538237;-20.758041
Ibitirama;ES;-41.666718;-20.546619
Alto Caparaó;MG;-41.873772;-20.430980
Martins Soares;MG;-41.878592;-20.254562
Durandé;MG;-41.797720;-20.205817
Santana do Manhuaçu;MG;-41.927839;-20.103106
São José do Mantimento;MG;-41.748591;-20.005756
Chalé;MG;-41.689714;-20.045328
Conceição de Ipanema;MG;-41.690756;-19.932584
Irupi;ES;-41.644359;-20.350122
Iúna;ES;-41.533440;-20.353135
Ibatiba;ES;-41.508674;-20.234676
Veredinha;MG;-42.730697;-17.397384
Capelinha;MG;-42.514705;-17.688792
Turmalina;MG;-42.728476;-17.282825
Leme do Prado;MG;-42.693570;-17.079273
Minas Novas;MG;-42.588435;-17.215603
Chapada do Norte;MG;-42.539187;-17.088119
José Gonçalves de Minas;MG;-42.601384;-16.905329
Angelândia;MG;-42.264123;-17.727938
Setubinha;MG;-42.158669;-17.600202
Jenipapo de Minas;MG;-42.258934;-17.083129
Berilo;MG;-42.460620;-16.956690
Francisco Badaró;MG;-42.356813;-16.988284
Virgem da Lapa;MG;-42.343071;-16.807011
Araçuaí;MG;-42.063700;-16.852320
Armação dos Búzios;RJ;-41.884559;-22.752846
Macaé;RJ;-41.784828;-22.376807
Conceição de Macabu;RJ;-41.871878;-22.083370
Carapebus;RJ;-41.663010;-22.182112
Quissamã;RJ;-41.469253;-22.103097
Cambuci;RJ;-41.918723;-21.569058
São Fidélis;RJ;-41.756041;-21.655119
Italva;RJ;-41.701442;-21.429607
Itaperuna;RJ;-41.879907;-21.199665
Bom Jesus do Itabapoana;RJ;-41.682222;-21.144851
Cardoso Moreira;RJ;-41.616496;-21.484595
Bom Jesus do Norte;ES;-41.673129;-21.117290
Apiacá;ES;-41.569297;-21.152272
São José do Calçado;ES;-41.663627;-21.027442
Campos dos Goytacazes;RJ;-41.318055;-21.762171
São João da Barra;RJ;-41.044582;-21.638009
Mimoso do Sul;ES;-41.361529;-21.062777
Presidente Kennedy;ES;-41.046800;-21.096358
Marataízes;ES;-40.838436;-21.039813
Itapemirim;ES;-40.830669;-21.009512
Varre-Sai;RJ;-41.870090;-20.927561
Caiana;MG;-41.929208;-20.695579
Espera Feliz;MG;-41.911927;-20.650762
Dores do Rio Preto;ES;-41.840538;-20.693119
Caparaó;MG;-41.906063;-20.528897
Divino de São Lourenço;ES;-41.693725;-20.622932
Lajinha;MG;-41.622818;-20.153941
Muqui;ES;-41.345994;-20.950859
Jerônimo Monteiro;ES;-41.394848;-20.799359
Atilio Vivacqua;ES;-41.198576;-20.912974
Muniz Freire;ES;-41.415630;-20.465187
Adelândia;GO;-50.165699;-16.412700
Nazário;GO;-49.881671;-16.580769
Anicuns;GO;-49.961695;-16.464164
Sanclerlândia;GO;-50.312374;-16.197039
Mossâmedes;GO;-50.213615;-16.123982
Goiás;GO;-50.139963;-15.933305
Americano do Brasil;GO;-49.983129;-16.251449
Campestre de Goiás;GO;-49.694970;-16.762418
Santa Bárbara de Goiás;GO;-49.695385;-16.571363
Avelinópolis;GO;-49.757866;-16.467241
Araçu;GO;-49.680424;-16.356306
Trindade;GO;-49.492667;-16.651708
Abadia de Goiás;GO;-49.441156;-16.757326
Caturaí;GO;-49.493573;-16.444725
Goianira;GO;-49.426998;-16.494746
Inhumas;GO;-49.500111;-16.361057
Brazabrantes;GO;-49.386252;-16.428131
Santo Antônio de Goiás;GO;-49.309607;-16.481534
Damolândia;GO;-49.363098;-16.254372
Guarinos;GO;-49.700609;-14.729215
Pilar de Goiás;GO;-49.578356;-14.760837
Hidrolina;GO;-49.463404;-14.726103
Santa Maria do Tocantins;TO;-47.788708;-8.804598
Itacajá;TO;-47.772615;-8.392935
Centenário;TO;-47.330382;-8.961031
Recursolândia;TO;-47.242107;-8.722700
São Félix do Tocantins;TO;-46.661786;-10.161465
Lizarda;TO;-46.673813;-9.590022
Bonfinópolis de Minas;MG;-45.983859;-16.568034
Riachinho;MG;-45.988755;-16.225802
Arinos;MG;-46.104324;-15.918743
Urucuia;MG;-45.735199;-16.124412
Santa Fé de Minas;MG;-45.410207;-16.685947
São Domingos do Araguaia;PA;-48.736649;-5.537324
Esperantina;TO;-48.537771;-5.365928
Brejo Grande do Araguaia;PA;-48.410250;-5.698216
Palestina do Pará;PA;-48.318076;-5.740269
Jacundá;PA;-49.115272;-4.446173
Bom Jesus do Tocantins;PA;-48.604701;-5.042402
São Pedro da Água Branca;MA;-48.429117;-5.084718
Abel Figueiredo;PA;-48.393285;-4.953327
Itapiratins;TO;-48.107192;-8.379815
Palmeirante;TO;-47.924191;-7.847861
Barra do Ouro;TO;-47.677609;-7.695929
Francinópolis;PI;-42.259062;-6.393341
Barra D'Alcântara;PI;-42.114609;-6.516453
Buriti Bravo;MA;-43.835288;-5.832392
Passagem Franca;MA;-43.775511;-6.177451
Lagoa do Mato;MA;-43.533313;-6.050229
Palmeirais;PI;-43.056021;-5.970864
Matões;MA;-43.201758;-5.513591
Parnarama;MA;-43.101096;-5.673646
São João do Soter;MA;-43.816257;-5.108210
Timbiras;MA;-43.931956;-4.255971
Codó;MA;-43.892354;-4.455623
Canapi;AL;-37.596700;-9.119319
Poço das Trincheiras;AL;-37.288932;-9.307417
Santana do Ipanema;AL;-37.248018;-9.369989
Maravilha;AL;-37.352419;-9.230449
Ouro Branco;AL;-37.355639;-9.158842
Itaíba;PE;-37.417266;-8.945688
Ibimirim;PE;-37.703214;-8.540260
Tupanatinga;PE;-37.344532;-8.747984
Dois Riachos;AL;-37.096502;-9.384645
Cacimbinhas;AL;-36.991082;-9.401212
Águas Belas;PE;-37.122619;-9.111255
Castelo;ES;-41.203133;-20.603255
Cachoeiro de Itapemirim;ES;-41.119829;-20.846212
Rio Novo do Sul;ES;-40.938761;-20.855619
Vargem Alta;ES;-41.017922;-20.669019
Conceição do Castelo;ES;-41.241730;-20.363897
Brejetuba;ES;-41.295410;-20.139489
Venda Nova do Imigrante;ES;-41.135545;-20.327017
Afonso Cláudio;ES;-41.126060;-20.077841
Ipanema;MG;-41.716449;-19.799152
Alvarenga;MG;-41.731740;-19.417403
Taparuba;MG;-41.607981;-19.762079
Mutum;MG;-41.440689;-19.812099
Pocrane;MG;-41.633425;-19.620795
Itanhomi;MG;-41.863017;-19.173587
Capitão Andrade;MG;-41.861414;-19.074835
Conselheiro Pena;MG;-41.473554;-19.178914
Tumiritinga;MG;-41.652674;-18.984446
Galiléia;MG;-41.538653;-19.000464
Itueta;MG;-41.174619;-19.399935
Laranja da Terra;ES;-41.062141;-19.899399
Aimorés;MG;-41.074651;-19.500684
Baixo Guandu;ES;-41.010913;-19.521283
Santa Rita do Itueto;MG;-41.382084;-19.357649
Resplendor;MG;-41.246214;-19.319437
São Geraldo do Baixio;MG;-41.362964;-18.909668
Goiabeira;MG;-41.223526;-18.980659
Cuparaque;MG;-41.098621;-18.964827
Alto Rio Novo;ES;-41.020909;-19.061797
Iconha;ES;-40.813200;-20.791287
Piúma;ES;-40.726813;-20.833433
Anchieta;ES;-40.642545;-20.795499
Alfredo Chaves;ES;-40.754289;-20.639627
Guarapari;ES;-40.509253;-20.677248
Marechal Floriano;ES;-40.669998;-20.415889
Domingos Martins;ES;-40.659425;-20.360306
Santa Maria de Jetibá;ES;-40.743931;-20.025296
Viana;ES;-40.493292;-20.382503
Cariacica;ES;-40.416549;-20.263202
Santa Leopoldina;ES;-40.526998;-20.099914
Santa Teresa;ES;-40.597945;-19.936339
Fundão;ES;-40.407759;-19.937035
Vila Velha;ES;-40.287458;-20.341705
Serra;ES;-40.307408;-20.121032
Itarana;ES;-40.875264;-19.875009
Itaguaçu;ES;-40.860135;-19.801786
São Roque do Canaã;ES;-40.652580;-19.741145
Ibiraçu;ES;-40.373182;-19.836601
João Neiva;ES;-40.385951;-19.757707
Colatina;ES;-40.626898;-19.549316
Marilândia;ES;-40.545648;-19.411358
Pancas;ES;-40.853444;-19.222940
Águia Branca;ES;-40.743690;-18.984588
São Domingos do Norte;ES;-40.628120;-19.145213
São João do Manteninha;MG;-41.162837;-18.722988
São José do Divino;MG;-41.390671;-18.479304
Itabirinha;MG;-41.232597;-18.569104
Mantenópolis;ES;-41.124005;-18.859428
Mantena;MG;-40.987368;-18.776071
Barra de São Francisco;ES;-40.896456;-18.754840
Nova Belém;MG;-41.110670;-18.492517
Água Doce do Norte;ES;-40.985411;-18.548220
Ouro Verde de Minas;MG;-41.273412;-18.071923
Ataléia;MG;-41.114901;-18.043805
Poté;MG;-41.786044;-17.807698
Ladainha;MG;-41.748824;-17.627886
Novo Cruzeiro;MG;-41.882633;-17.465438
Itaipé;MG;-41.669654;-17.401419
Catuji;MG;-41.527640;-17.301807
Caraí;MG;-41.700359;-17.186161
Padre Paraíso;MG;-41.482053;-17.075789
Novo Oriente de Minas;MG;-41.219361;-17.408932
Pavão;MG;-41.003471;-17.426703
Monte Formoso;MG;-41.247306;-16.869145
Crisólita;MG;-40.918392;-17.238124
Águas Formosas;MG;-40.938355;-17.080210
Fronteira dos Vales;MG;-40.922992;-16.889807
Ecoporanga;ES;-40.835976;-18.370231
Nova Venécia;ES;-40.405273;-18.715017
Vila Pavão;ES;-40.608992;-18.609087
Ponto Belo;ES;-40.545801;-18.125318
Mucurici;ES;-40.519975;-18.096516
Boa Esperança;ES;-40.302521;-18.539495
Pinheiros;ES;-40.217142;-18.414068
São Mateus;ES;-39.857935;-18.721407
Montanha;ES;-40.366781;-18.130287
Nanuque;MG;-40.353287;-17.848111
Jaraguá;GO;-49.334428;-15.752948
Guaraíta;GO;-50.026528;-15.612137
Itapuranga;GO;-49.948957;-15.560589
Heitoraí;GO;-49.826826;-15.718986
Morro Agudo de Goiás;GO;-50.055281;-15.318430
São Patrício;GO;-49.818000;-15.350000
Nova América;GO;-49.895297;-15.020589
Talismã;TO;-49.089582;-12.794879
Itaipava do Grajaú;MA;-45.787736;-5.142517
Lagoa Grande do Maranhão;MA;-45.381609;-4.988929
Marajá do Sena;MA;-45.453116;-4.628062
Lago da Pedra;MA;-45.131912;-4.569743
Paulo Ramos;MA;-45.239760;-4.444848
Fernando Falcão;MA;-44.897876;-6.162069
