"id_municipio";"uf";"municipio";"longitude";"latitude"
2500;"PA";"Redenção";-50.031687;-8.025294
2501;"PA";"Rio Maria";-50.037875;-7.312358
2502;"PA";"Rondon do Pará";-48.066966;-4.777927
2503;"PA";"Rurópolis";-54.909167;-4.100279
2504;"PA";"Salinópolis";-47.346523;-0.630815
2505;"PA";"Salvaterra";-48.513921;-0.758444
2506;"PA";"Santa Bárbara do Pará";-48.295101;-1.226144
2507;"PA";"Santa Cruz do Arari";-49.177139;-0.661019
2508;"PA";"Santa Isabel do Pará";-48.156622;-1.297847
2509;"PA";"Santa Luzia do Pará";-46.900829;-1.52147
2510;"PA";"Santa Maria das Barreiras";-49.721472;-8.857838
2511;"PA";"Santa Maria do Pará";-47.571166;-1.353918
2512;"PA";"Santana do Araguaia";-50.350036;-9.328099
2513;"PA";"Santarém";-54.699611;-2.438489
2514;"PA";"Santarém Novo";-47.385457;-0.93097
2515;"PA";"Santo Antônio do Tauá";-48.131446;-1.1522
2527;"PA";"Sapucaia";-49.683408;-6.940181
2528;"PA";"Senador José Porfírio";-51.948701;-2.585981
2529;"PA";"Soure";-48.501536;-0.73032
2516;"PA";"São Caetano de Odivelas";-48.024622;-0.747293
2517;"PA";"São Domingos do Araguaia";-48.736649;-5.537324
2518;"PA";"São Domingos do Capim";-47.76646;-1.687684
2520;"PA";"São Francisco do Pará";-47.791676;-1.169632
2519;"PA";"São Félix do Xingu";-51.990382;-6.642535
2521;"PA";"São Geraldo do Araguaia";-48.559169;-6.394715
2522;"PA";"São João da Ponta";-47.918022;-0.857885
2523;"PA";"São João de Pirabas";-47.181036;-0.780222
2524;"PA";"São João do Araguaia";-48.792637;-5.363336
2525;"PA";"São Miguel do Guamá";-47.478382;-1.613072
2526;"PA";"São Sebastião da Boa Vista";-49.524893;-1.715972
2530;"PA";"Tailândia";-48.948873;-2.945839
2531;"PA";"Terra Alta";-47.900433;-1.029627
2532;"PA";"Terra Santa";-56.487653;-2.104435
2533;"PA";"Tomé-Açu";-48.1541;-2.418028
2534;"PA";"Tracuateua";-46.898131;-1.07427
2535;"PA";"Trairão";-55.942859;-4.573474
2536;"PA";"Tucumã";-51.162613;-6.746874
2537;"PA";"Tucuruí";-49.677336;-3.765702
2538;"PA";"Ulianópolis";-47.489239;-3.750074
2539;"PA";"Uruará";-53.739644;-3.715189
2540;"PA";"Vigia";-48.138649;-0.861194
2541;"PA";"Viseu";-46.139906;-1.19124
2542;"PA";"Vitória do Xingu";-52.008764;-2.879219
2543;"PA";"Xinguara";-49.943672;-7.098301
2405;"PA";"Água Azul do Norte";-50.479068;-6.790534
2481;"PA";"Óbidos";-55.520812;-1.901072
2545;"PB";"Aguiar";-38.168059;-7.091802
2546;"PB";"Alagoa Grande";-35.620609;-7.039432
2547;"PB";"Alagoa Nova";-35.759065;-7.053772
2548;"PB";"Alagoinha";-35.533196;-6.946569
2549;"PB";"Alcantil";-36.051083;-7.736681
2550;"PB";"Algodão de Jandaíra";-36.012861;-6.892919
2551;"PB";"Alhandra";-34.905662;-7.42977
2552;"PB";"Amparo";-37.062838;-7.555022
2553;"PB";"Aparecida";-38.080259;-6.784657
2555;"PB";"Arara";-35.75521;-6.828126
2556;"PB";"Araruna";-35.7498;-6.548484
2554;"PB";"Araçagi";-35.373667;-6.843739
2557;"PB";"Areia";-35.697731;-6.963965
2558;"PB";"Areia de Baraúnas";-36.940363;-7.117021
2559;"PB";"Areial";-35.931324;-7.047894
2560;"PB";"Aroeiras";-35.706549;-7.544731
2561;"PB";"Assunção";-36.72504;-7.07231
2563;"PB";"Bananeiras";-35.624573;-6.747749
2564;"PB";"Baraúna";-36.260065;-6.634845
2566;"PB";"Barra de Santa Rosa";-36.067069;-6.718164
2565;"PB";"Barra de Santana";-35.991325;-7.518085
2567;"PB";"Barra de São Miguel";-36.320915;-7.746031
2568;"PB";"Bayeux";-34.929336;-7.123797
2562;"PB";"Baía da Traição";-34.93806;-6.692086
2569;"PB";"Belém";-35.51658;-6.742614
2570;"PB";"Belém do Brejo do Cruz";-37.534763;-6.185146
2571;"PB";"Bernardino Batista";-38.552069;-6.445718
2572;"PB";"Boa Ventura";-38.211347;-7.409822
2573;"PB";"Boa Vista";-36.235706;-7.263653
2574;"PB";"Bom Jesus";-38.645344;-6.81601
2575;"PB";"Bom Sucesso";-37.923409;-6.441761
2576;"PB";"Bonito de Santa Fé";-38.513335;-7.313407
2577;"PB";"Boqueirão";-36.130887;-7.487004
2578;"PB";"Borborema";-35.618728;-6.801995
2579;"PB";"Brejo do Cruz";-37.49434;-6.341853
2580;"PB";"Brejo dos Santos";-37.825311;-6.370652
2581;"PB";"Caaporã";-34.905514;-7.513508
2582;"PB";"Cabaceiras";-36.286981;-7.488991
2583;"PB";"Cabedelo";-34.828409;-6.987314
2584;"PB";"Cachoeira dos Índios";-38.67598;-6.913531
2585;"PB";"Cacimba de Areia";-37.156288;-7.12128
2586;"PB";"Cacimba de Dentro";-35.777835;-6.638596
2587;"PB";"Cacimbas";-37.060429;-7.207212
2588;"PB";"Caiçara";-35.458127;-6.621151
2589;"PB";"Cajazeiras";-38.557722;-6.880044
2590;"PB";"Cajazeirinhas";-37.800929;-6.960164
2591;"PB";"Caldas Brandão";-35.327159;-7.1025
2592;"PB";"Camalaú";-36.824191;-7.885031
2593;"PB";"Campina Grande";-35.873144;-7.221958
2594;"PB";"Campo de Santana";-35.636707;-6.487585
2595;"PB";"Capim";-35.16725;-6.916244
2596;"PB";"Caraúbas";-36.492046;-7.720487
2597;"PB";"Carrapateira";-38.339885;-7.034141
2598;"PB";"Casserengue";-35.817875;-6.779538
2599;"PB";"Catingueira";-37.60638;-7.120081
2600;"PB";"Catolé do Rocha";-37.746967;-6.340625
2601;"PB";"Caturité";-36.030589;-7.416586
2602;"PB";"Conceição";-38.501437;-7.551063
2603;"PB";"Condado";-37.606036;-6.898312
2604;"PB";"Conde";-34.899876;-7.257464
2605;"PB";"Congo";-36.658059;-7.790782
2606;"PB";"Coremas";-37.934638;-7.007124
2607;"PB";"Coxixola";-36.606441;-7.623653
2608;"PB";"Cruz do Espírito Santo";-35.085721;-7.139022
2609;"PB";"Cubati";-36.361887;-6.866858
2612;"PB";"Cuitegi";-35.521529;-6.890577
2610;"PB";"Cuité";-36.151456;-6.476466
2611;"PB";"Cuité de Mamanguape";-35.250219;-6.912922
2614;"PB";"Curral Velho";-38.196175;-7.530751
2613;"PB";"Curral de Cima";-35.263934;-6.723248
2615;"PB";"Damião";-35.910136;-6.631607
2616;"PB";"Desterro";-37.092525;-7.286996
2617;"PB";"Diamante";-38.26151;-7.41738
2618;"PB";"Dona Inês";-35.620479;-6.615656
2619;"PB";"Duas Estradas";-35.417976;-6.684988
2620;"PB";"Emas";-37.716276;-7.099635
2621;"PB";"Esperança";-35.859719;-7.022783
2622;"PB";"Fagundes";-35.793128;-7.344537
2623;"PB";"Frei Martinho";-36.452628;-6.39759
2624;"PB";"Gado Bravo";-35.789887;-7.582786
2625;"PB";"Guarabira";-35.484986;-6.850636
2626;"PB";"Gurinhém";-35.422198;-7.1233
2627;"PB";"Gurjão";-36.492288;-7.248332
2628;"PB";"Ibiara";-38.405918;-7.479567
2629;"PB";"Igaracy";-38.147761;-7.17184
2630;"PB";"Imaculada";-37.507918;-7.388904
2631;"PB";"Ingá";-35.605;-7.281444
2632;"PB";"Itabaiana";-35.331723;-7.331674
2633;"PB";"Itaporanga";-38.150442;-7.302021
2634;"PB";"Itapororoca";-35.240635;-6.823738
2635;"PB";"Itatuba";-35.637994;-7.381153
2636;"PB";"Jacaraú";-35.289032;-6.614526
2637;"PB";"Jericó";-37.803641;-6.545769
2638;"PB";"João Pessoa";-34.864121;-7.11509
2639;"PB";"Juarez Távora";-35.568623;-7.171302
2640;"PB";"Juazeirinho";-36.579316;-7.060924
2641;"PB";"Junco do Seridó";-36.716595;-6.992694
2642;"PB";"Juripiranga";-35.232143;-7.361759
2643;"PB";"Juru";-37.815021;-7.529826
2644;"PB";"Lagoa";-37.912745;-6.585723
2646;"PB";"Lagoa Seca";-35.849111;-7.155349
2645;"PB";"Lagoa de Dentro";-35.370641;-6.67213
2647;"PB";"Lastro";-38.174199;-6.506032
2648;"PB";"Livramento";-36.949116;-7.371127
2649;"PB";"Logradouro";-35.438351;-6.611912
2650;"PB";"Lucena";-34.874769;-6.902578
2652;"PB";"Malta";-37.522067;-6.89719
2653;"PB";"Mamanguape";-35.121316;-6.833698
2654;"PB";"Manaíra";-38.152292;-7.703313
2655;"PB";"Marcação";-35.008661;-6.76535
2656;"PB";"Mari";-35.318044;-7.059424
2657;"PB";"Marizópolis";-38.35283;-6.827479
2658;"PB";"Massaranduba";-35.784768;-7.18995
2659;"PB";"Mataraca";-35.05308;-6.59673
2660;"PB";"Matinhas";-35.766922;-7.124856
2661;"PB";"Mato Grosso";-37.727857;-6.540181
2662;"PB";"Maturéia";-37.350992;-7.261879
2663;"PB";"Mogeiro";-35.483182;-7.285169
2664;"PB";"Montadas";-35.959198;-7.088482
2665;"PB";"Monte Horebe";-38.583762;-7.204024
2666;"PB";"Monteiro";-37.118419;-7.883626
2667;"PB";"Mulungu";-35.460023;-7.025245
2651;"PB";"Mãe d`Água";-37.432211;-7.252009
2668;"PB";"Natuba";-35.558629;-7.635142
2669;"PB";"Nazarezinho";-38.322032;-6.911401
2670;"PB";"Nova Floresta";-36.205722;-6.450562
2671;"PB";"Nova Olinda";-38.038229;-7.472325
2672;"PB";"Nova Palmeira";-36.422023;-6.671221
2673;"PB";"Olho d`Água";-37.740569;-7.221175
2674;"PB";"Olivedos";-36.241033;-6.984343
2675;"PB";"Ouro Velho";-37.151857;-7.616037
2676;"PB";"Parari";-36.652248;-7.309751
2677;"PB";"Passagem";-37.043302;-7.134667
2678;"PB";"Patos";-37.274702;-7.017427
2679;"PB";"Paulista";-37.618548;-6.591381
2680;"PB";"Pedra Branca";-38.068882;-7.421694
2681;"PB";"Pedra Lavrada";-36.475813;-6.749974
2682;"PB";"Pedras de Fogo";-35.106464;-7.391069
2683;"PB";"Pedro Régis";-35.296567;-6.633226
2684;"PB";"Piancó";-37.92888;-7.192823
2685;"PB";"Picuí";-36.349704;-6.508451
2686;"PB";"Pilar";-35.252326;-7.264034
2687;"PB";"Pilões";-35.612974;-6.868269
2688;"PB";"Pilõezinhos";-35.531036;-6.842773
2689;"PB";"Pirpirituba";-35.490558;-6.779222
2690;"PB";"Pitimbu";-34.815133;-7.466398
2691;"PB";"Pocinhos";-36.066779;-7.06658
2694;"PB";"Pombal";-37.80027;-6.766059
2692;"PB";"Poço Dantas";-38.490908;-6.398763
2693;"PB";"Poço de José de Moura";-38.511054;-6.564011
2695;"PB";"Prata";-37.080088;-7.688261
2696;"PB";"Princesa Isabel";-37.988647;-7.731747
2697;"PB";"Puxinanã";-35.954301;-7.154793
2698;"PB";"Queimadas";-35.903136;-7.350288
2699;"PB";"Quixabá";-37.145833;-7.022398
2700;"PB";"Remígio";-35.801124;-6.949918
2704;"PB";"Riacho de Santo Antônio";-36.157018;-7.680234
2705;"PB";"Riacho dos Cavalos";-37.648339;-6.44067
2701;"PB";"Riachão";-35.660966;-6.542688
2702;"PB";"Riachão do Bacamarte";-35.669257;-7.253472
2703;"PB";"Riachão do Poço";-35.291431;-7.141726
2706;"PB";"Rio Tinto";-35.077569;-6.803828
2707;"PB";"Salgadinho";-36.845776;-7.100984
2708;"PB";"Salgado de São Félix";-35.43048;-7.353375
2709;"PB";"Santa Cecília";-35.876375;-7.738901
2710;"PB";"Santa Cruz";-38.061748;-6.5237
2711;"PB";"Santa Helena";-38.6427;-6.7176
2712;"PB";"Santa Inês";-38.553995;-7.620999
2713;"PB";"Santa Luzia";-36.917792;-6.860922
2717;"PB";"Santa Rita";-34.975295;-7.117242
2718;"PB";"Santa Teresinha";-37.443533;-7.079637
2714;"PB";"Santana de Mangueira";-38.323633;-7.547048
2715;"PB";"Santana dos Garrotes";-37.981885;-7.381615
2716;"PB";"Santarém";-38.476393;-6.48362
2719;"PB";"Santo André";-36.621339;-7.220157
2742;"PB";"Sapé";-35.227975;-7.093591
2744;"PB";"Serra Branca";-36.666003;-7.480344
2746;"PB";"Serra Grande";-38.364696;-7.209574
2747;"PB";"Serra Redonda";-35.684195;-7.186216
2745;"PB";"Serra da Raiz";-35.437868;-6.685274
2748;"PB";"Serraria";-35.628233;-6.815693
2749;"PB";"Sertãozinho";-35.437159;-6.751273
2750;"PB";"Sobrado";-35.23574;-7.144288
2752;"PB";"Soledade";-36.366791;-7.058292
2751;"PB";"Solânea";-35.663568;-6.751606
2753;"PB";"Sossêgo";-36.25382;-6.77067
2754;"PB";"Sousa";-38.231059;-6.751484
2755;"PB";"Sumé";-36.883972;-7.66206
2720;"PB";"São Bentinho";-37.724345;-6.885961
2721;"PB";"São Bento";-37.448835;-6.485286
2722;"PB";"São Domingos";-37.928347;-6.812336
2723;"PB";"São Domingos do Cariri";-36.437398;-7.632733
2724;"PB";"São Francisco";-38.096799;-6.607728
2728;"PB";"São José da Lagoa Tapada";-38.162174;-6.936459
2729;"PB";"São José de Caiana";-38.298928;-7.246359
2730;"PB";"São José de Espinharas";-37.321433;-6.839736
2731;"PB";"São José de Piranhas";-38.50198;-7.118704
2732;"PB";"São José de Princesa";-38.089432;-7.736329
2733;"PB";"São José do Bonfim";-37.303625;-7.160695
2734;"PB";"São José do Brejo do Cruz";-37.360063;-6.210543
2735;"PB";"São José do Sabugi";-36.797204;-6.762945
2736;"PB";"São José dos Cordeiros";-36.808494;-7.387749
2737;"PB";"São José dos Ramos";-35.372536;-7.252384
2725;"PB";"São João do Cariri";-36.534457;-7.381683
2726;"PB";"São João do Rio do Peixe";-38.446829;-6.721951
2727;"PB";"São João do Tigre";-36.85472;-8.077026
2738;"PB";"São Mamede";-37.095436;-6.923862
2739;"PB";"São Miguel de Taipu";-35.20163;-7.247643
2740;"PB";"São Sebastião de Lagoa de Roça";-35.867807;-7.11034
2741;"PB";"São Sebastião do Umbuzeiro";-37.013841;-8.152887
2743;"PB";"São Vicente do Seridó";-36.412223;-6.854255
2756;"PB";"Taperoá";-36.824499;-7.206294
2757;"PB";"Tavares";-37.871208;-7.626971
2758;"PB";"Teixeira";-37.252477;-7.221036
2759;"PB";"Tenório";-36.627336;-6.938546
2760;"PB";"Triunfo";-38.598579;-6.571305
2761;"PB";"Uiraúna";-38.412754;-6.515044
2762;"PB";"Umbuzeiro";-35.658233;-7.691993
2764;"PB";"Vieirópolis";-38.256666;-6.506845
2765;"PB";"Vista Serrana";-37.570358;-6.730298
2763;"PB";"Várzea";-36.991287;-6.761887
2766;"PB";"Zabelê";-37.105676;-8.079012
2544;"PB";"Água Branca";-37.635703;-7.511441
2767;"PE";"Abreu e Lima";-34.898389;-7.900719
2768;"PE";"Afogados da Ingazeira";-37.630991;-7.743121
2769;"PE";"Afrânio";-41.009544;-8.511358
2770;"PE";"Agrestina";-35.944725;-8.459657
2773;"PE";"Alagoinha";-36.778767;-8.466504
2774;"PE";"Aliança";-35.222696;-7.60398
2775;"PE";"Altinho";-36.064408;-8.48482
2776;"PE";"Amaraji";-35.450051;-8.376914
2777;"PE";"Angelim";-36.290174;-8.884289
2779;"PE";"Araripina";-40.494025;-7.570733
2778;"PE";"Araçoiaba";-35.080897;-7.783911
2780;"PE";"Arcoverde";-37.057748;-8.415192
2781;"PE";"Barra de Guabiraba";-35.658544;-8.420751
2782;"PE";"Barreiros";-35.183178;-8.816052
2785;"PE";"Belo Jardim";-36.425822;-8.3313
2783;"PE";"Belém de Maria";-35.83347;-8.625038
2784;"PE";"Belém de São Francisco";-38.962255;-8.75046
2786;"PE";"Betânia";-38.03454;-8.267867
2787;"PE";"Bezerros";-35.795995;-8.232796
2788;"PE";"Bodocó";-39.933797;-7.777592
2789;"PE";"Bom Conselho";-36.685683;-9.169191
2790;"PE";"Bom Jardim";-35.578391;-7.796947
2791;"PE";"Bonito";-35.729249;-8.471628
2793;"PE";"Brejinho";-37.286493;-7.34694
2794;"PE";"Brejo da Madre de Deus";-36.374142;-8.149333
2792;"PE";"Brejão";-36.566034;-9.029146
2795;"PE";"Buenos Aires";-35.318197;-7.724488
2796;"PE";"Buíque";-37.160564;-8.619539
2797;"PE";"Cabo de Santo Agostinho";-35.025293;-8.28218
2798;"PE";"Cabrobó";-39.309384;-8.505484
2799;"PE";"Cachoeirinha";-36.240182;-8.486685
2800;"PE";"Caetés";-36.626828;-8.780301
2802;"PE";"Calumbi";-38.148244;-7.935515
2801;"PE";"Calçado";-36.336554;-8.731081
2803;"PE";"Camaragibe";-34.978152;-8.023505
2804;"PE";"Camocim de São Félix";-35.765332;-8.358649
2805;"PE";"Camutanga";-35.26636;-7.405449
2806;"PE";"Canhotinho";-36.197935;-8.876519
2807;"PE";"Capoeiras";-36.630566;-8.734225
2809;"PE";"Carnaubeira da Penha";-38.751155;-8.317994
2808;"PE";"Carnaíba";-37.794584;-7.793421
2810;"PE";"Carpina";-35.251397;-7.84566
2811;"PE";"Caruaru";-35.969863;-8.284547
2812;"PE";"Casinhas";-35.720635;-7.740839
2813;"PE";"Catende";-35.702386;-8.675086
2814;"PE";"Cedro";-39.236733;-7.71179
2816;"PE";"Chã Grande";-35.457148;-8.238271
2815;"PE";"Chã de Alegria";-35.204002;-8.006795
2817;"PE";"Condado";-35.09994;-7.587868
2818;"PE";"Correntes";-36.324435;-9.121174
2819;"PE";"Cortês";-35.546789;-8.474434
2820;"PE";"Cumaru";-35.695748;-8.008266
2821;"PE";"Cupira";-35.951835;-8.624324
2822;"PE";"Custódia";-37.64428;-8.08546
2823;"PE";"Dormentes";-40.766168;-8.441163
2824;"PE";"Escada";-35.224082;-8.356717
2825;"PE";"Exu";-39.723789;-7.50364
2826;"PE";"Feira Nova";-35.38013;-7.947042
2827;"PE";"Fernando de Noronha";-32.410733;-3.839601
2828;"PE";"Ferreiros";-35.237252;-7.446664
2829;"PE";"Flores";-37.971511;-7.85842
2830;"PE";"Floresta";-38.568675;-8.603066
2831;"PE";"Frei Miguelinho";-35.911283;-7.939179
2832;"PE";"Gameleira";-35.384573;-8.579803
2833;"PE";"Garanhuns";-36.496567;-8.882434
2834;"PE";"Glória do Goitá";-35.29044;-8.005675
2835;"PE";"Goiana";-34.99591;-7.560603
2836;"PE";"Granito";-39.615034;-7.707105
2837;"PE";"Gravatá";-35.567458;-8.211184
2838;"PE";"Iati";-36.849763;-9.045586
2839;"PE";"Ibimirim";-37.703214;-8.54026
2840;"PE";"Ibirajuba";-36.181151;-8.576331
2841;"PE";"Igarassu";-34.901306;-7.82881
2842;"PE";"Iguaraci";-37.508199;-7.832221
2849;"PE";"Ilha de Itamaracá";-34.830319;-7.747664
2843;"PE";"Inajá";-37.835124;-8.902058
2844;"PE";"Ingazeira";-37.457575;-7.669089
2845;"PE";"Ipojuca";-35.060864;-8.393034
2846;"PE";"Ipubi";-40.147571;-7.645048
2847;"PE";"Itacuruba";-38.697504;-8.822306
2850;"PE";"Itambé";-35.096266;-7.414027
2851;"PE";"Itapetim";-37.186266;-7.371777
2852;"PE";"Itapissuma";-34.897136;-7.767983
2853;"PE";"Itaquitinga";-35.100231;-7.663729
2848;"PE";"Itaíba";-37.417266;-8.945688
2854;"PE";"Jaboatão dos Guararapes";-35.014959;-8.112982
2855;"PE";"Jaqueira";-35.794232;-8.726183
2856;"PE";"Jataúba";-36.494292;-7.976684
2857;"PE";"Jatobá";-38.260651;-9.174761
2859;"PE";"Joaquim Nabuco";-35.528814;-8.62281
2858;"PE";"João Alfredo";-35.578715;-7.865649
2860;"PE";"Jucati";-36.487137;-8.701945
2861;"PE";"Jupi";-36.412644;-8.709041
2862;"PE";"Jurema";-36.134739;-8.707135
2867;"PE";"Lagoa Grande";-40.276732;-8.994525
2863;"PE";"Lagoa do Carro";-35.310783;-7.843834
2864;"PE";"Lagoa do Itaenga";-35.287387;-7.930053
2865;"PE";"Lagoa do Ouro";-36.458373;-9.125668
2866;"PE";"Lagoa dos Gatos";-35.903976;-8.660205
2868;"PE";"Lajedo";-36.329336;-8.657914
2869;"PE";"Limoeiro";-35.440154;-7.872599
2870;"PE";"Macaparana";-35.44246;-7.555638
2871;"PE";"Machados";-35.511376;-7.688274
2872;"PE";"Manari";-37.631298;-8.964901
2873;"PE";"Maraial";-35.82663;-8.790624
2874;"PE";"Mirandiba";-38.738841;-8.121131
2875;"PE";"Moreilândia";-39.545999;-7.619314
2876;"PE";"Moreno";-35.08354;-8.108706
2877;"PE";"Nazaré da Mata";-35.219297;-7.741491
2878;"PE";"Olinda";-34.854504;-8.010166
2879;"PE";"Orobó";-35.595568;-7.745535
2880;"PE";"Orocó";-39.602631;-8.610258
2881;"PE";"Ouricuri";-40.079983;-7.879184
2882;"PE";"Palmares";-35.589032;-8.684226
2883;"PE";"Palmeirina";-36.324202;-9.010896
2884;"PE";"Panelas";-36.012539;-8.661211
2885;"PE";"Paranatama";-36.654905;-8.91875
2886;"PE";"Parnamirim";-39.579547;-8.087292
2887;"PE";"Passira";-35.581261;-7.997102
2888;"PE";"Paudalho";-35.171639;-7.90287
2889;"PE";"Paulista";-34.868407;-7.934007
2890;"PE";"Pedra";-36.939962;-8.496411
2891;"PE";"Pesqueira";-36.697783;-8.357974
2893;"PE";"Petrolina";-40.502731;-9.388662
2892;"PE";"Petrolândia";-38.302664;-9.068627
2895;"PE";"Pombos";-35.396732;-8.139816
2894;"PE";"Poção";-36.711137;-8.187258
2896;"PE";"Primavera";-35.354378;-8.329987
2897;"PE";"Quipapá";-36.013665;-8.811752
2898;"PE";"Quixaba";-37.84458;-7.707339
2899;"PE";"Recife";-34.877065;-8.046658
2900;"PE";"Riacho das Almas";-35.864796;-8.137417
2901;"PE";"Ribeirão";-35.369824;-8.509568
2902;"PE";"Rio Formoso";-35.153212;-8.659196
2903;"PE";"Sairé";-35.696737;-8.328638
2904;"PE";"Salgadinho";-35.650288;-7.926901
2905;"PE";"Salgueiro";-39.12469;-8.073734
2906;"PE";"Saloá";-36.691031;-8.972301
2907;"PE";"Sanharó";-36.569598;-8.360969
2908;"PE";"Santa Cruz";-40.343368;-8.241534
2909;"PE";"Santa Cruz da Baixa Verde";-38.14756;-7.81339
2910;"PE";"Santa Cruz do Capibaribe";-36.206092;-7.948019
2911;"PE";"Santa Filomena";-40.607854;-8.166877
2912;"PE";"Santa Maria da Boa Vista";-39.824056;-8.797655
2913;"PE";"Santa Maria do Cambucá";-35.894138;-7.83676
2914;"PE";"Santa Terezinha";-37.47875;-7.37696
2925;"PE";"Serra Talhada";-38.289034;-7.981778
2926;"PE";"Serrita";-39.295062;-7.940406
2927;"PE";"Sertânia";-37.268393;-8.068467
2928;"PE";"Sirinhaém";-35.11259;-8.587782
2929;"PE";"Solidão";-37.644494;-7.594717
2930;"PE";"Surubim";-35.748102;-7.847456
2915;"PE";"São Benedito do Sul";-35.945346;-8.816603
2916;"PE";"São Bento do Una";-36.446469;-8.52637
2917;"PE";"São Caitano";-36.144077;-8.329239
2919;"PE";"São Joaquim do Monte";-35.803498;-8.431962
2920;"PE";"São José da Coroa Grande";-35.151461;-8.889375
2921;"PE";"São José do Belmonte";-38.757689;-7.857235
2922;"PE";"São José do Egito";-37.273974;-7.469447
2918;"PE";"São João";-36.36532;-8.875762
2923;"PE";"São Lourenço da Mata";-35.012359;-8.00684
2924;"PE";"São Vicente Ferrer";-35.480844;-7.589691
2931;"PE";"Tabira";-37.537735;-7.583661
2932;"PE";"Tacaimbó";-36.300035;-8.308673
2933;"PE";"Tacaratu";-38.150401;-9.097976
2934;"PE";"Tamandaré";-35.103285;-8.756646
2935;"PE";"Taquaritinga do Norte";-36.042265;-7.894457
2936;"PE";"Terezinha";-36.627236;-9.056208
2937;"PE";"Terra Nova";-39.382482;-8.222436
2938;"PE";"Timbaúba";-35.311884;-7.504835
2939;"PE";"Toritama";-36.063659;-8.009546
2940;"PE";"Tracunhaém";-35.231421;-7.802284
2941;"PE";"Trindade";-40.26472;-7.759
2942;"PE";"Triunfo";-38.097776;-7.832719
2943;"PE";"Tupanatinga";-37.344532;-8.747984
2944;"PE";"Tuparetama";-37.31653;-7.6003
2945;"PE";"Venturosa";-36.874187;-8.578855
2946;"PE";"Verdejante";-38.970083;-7.922353
2947;"PE";"Vertente do Lério";-35.849054;-7.770844
2948;"PE";"Vertentes";-35.968143;-7.901581
2949;"PE";"Vicência";-35.31395;-7.656549
2950;"PE";"Vitória de Santo Antão";-35.29762;-8.128191
2951;"PE";"Xexéu";-35.621222;-8.804601
2771;"PE";"Água Preta";-35.526311;-8.706095
2772;"PE";"Águas Belas";-37.122619;-9.111255
2952;"PI";"Acauã";-41.083059;-8.219542
2953;"PI";"Agricolândia";-42.666371;-5.796763
2955;"PI";"Alagoinha do Piauí";-40.92817;-7.000392
2956;"PI";"Alegrete do Piauí";-40.856587;-7.241964
2957;"PI";"Alto Longá";-42.209582;-5.256341
2958;"PI";"Altos";-42.46116;-5.038879
2959;"PI";"Alvorada do Gurguéia";-43.777016;-8.424183
2960;"PI";"Amarante";-42.843343;-6.243045
2961;"PI";"Angical do Piauí";-42.740047;-6.087864
2963;"PI";"Antônio Almeida";-44.188929;-7.212759
2962;"PI";"Anísio de Abreu";-43.04941;-9.185643
2964;"PI";"Aroazes";-41.78218;-6.110221
5626;"PI";"Aroeiras do Itaim";-41.564868;-7.276906
2965;"PI";"Arraial";-42.541809;-6.650753
2966;"PI";"Assunção do Piauí";-41.038851;-5.864996
2967;"PI";"Avelino Lopes";-43.956305;-10.134487
2968;"PI";"Baixa Grande do Ribeiro";-45.218977;-7.849031
2969;"PI";"Barra d`Alcântara";-42.114609;-6.516453
2970;"PI";"Barras";-42.292161;-4.244675
2971;"PI";"Barreiras do Piauí";-45.470172;-9.929605
2972;"PI";"Barro Duro";-42.514656;-5.816732
2973;"PI";"Batalha";-42.07868;-4.0223
2974;"PI";"Bela Vista do Piauí";-41.867522;-7.988091
2975;"PI";"Belém do Piauí";-40.968786;-7.366524
2976;"PI";"Beneditinos";-42.36382;-5.456758
2977;"PI";"Bertolínia";-43.949778;-7.633377
2978;"PI";"Betânia do Piauí";-40.79891;-8.143761
2979;"PI";"Boa Hora";-42.135748;-4.414041
2980;"PI";"Bocaina";-41.316752;-6.941236
2981;"PI";"Bom Jesus";-44.358951;-9.071239
2982;"PI";"Bom Princípio do Piauí";-41.640333;-3.196314
2983;"PI";"Bonfim do Piauí";-42.886482;-9.160502
2984;"PI";"Boqueirão do Piauí";-42.121232;-4.481806
2985;"PI";"Brasileira";-41.785855;-4.133696
2986;"PI";"Brejo do Piauí";-42.822917;-8.20314
2987;"PI";"Buriti dos Lopes";-41.869481;-3.182592
2988;"PI";"Buriti dos Montes";-41.093349;-5.30584
2989;"PI";"Cabeceiras do Piauí";-42.306889;-4.4773
2990;"PI";"Cajazeiras do Piauí";-42.390278;-6.796667
2991;"PI";"Cajueiro da Praia";-41.340801;-2.931114
2992;"PI";"Caldeirão Grande do Piauí";-40.6366;-7.331404
2993;"PI";"Campinas do Piauí";-41.877487;-7.659299
2994;"PI";"Campo Alegre do Fidalgo";-41.834399;-8.382357
2995;"PI";"Campo Grande do Piauí";-41.031486;-7.128274
2996;"PI";"Campo Largo do Piauí";-42.639991;-3.804411
2997;"PI";"Campo Maior";-42.164124;-4.821697
2998;"PI";"Canavieira";-43.72333;-7.688215
2999;"PI";"Canto do Buriti";-42.951721;-8.111101
3001;"PI";"Capitão Gervásio Oliveira";-41.813973;-8.496548
3000;"PI";"Capitão de Campos";-41.943999;-4.457
3002;"PI";"Caracol";-43.328998;-9.279333
3003;"PI";"Caraúbas do Piauí";-41.842517;-3.475249
3004;"PI";"Caridade do Piauí";-40.984763;-7.734349
